images,labels
"[[[ 76 101 119]
  [ 74 101 119]
  [ 69  96 122]
  ..., 
  [ 86  94 124]
  [ 88  95 123]
  [ 80  90 118]]

 [[ 64  90 106]
  [ 66  91 113]
  [ 71  97 122]
  ..., 
  [ 78  88 120]
  [ 92 101 131]
  [ 94 107 135]]

 [[ 60  84 108]
  [ 73  96 114]
  [ 60  82 101]
  ..., 
  [ 94 110 139]
  [ 88 103 131]
  [ 85 103 126]]

 ..., 
 [[104 141 169]
  [111 144 173]
  [ 98 130 159]
  ..., 
  [ 76  53  58]
  [ 66  40  45]
  [ 72  49  54]]

 [[ 99 138 166]
  [112 143 172]
  [112 145 171]
  ..., 
  [ 79  52  70]
  [ 66  35  49]
  [ 75  40  53]]

 [[112 141 172]
  [110 142 170]
  [113 148 173]
  ..., 
  [ 59  35  44]
  [ 80  54  60]
  [ 57  34  41]]]",0
"[[[ 81 107 122]
  [ 66  87 108]
  [ 62  85 111]
  ..., 
  [ 93 103 136]
  [ 85  97 127]
  [ 82 103 128]]

 [[ 68  96 116]
  [ 78 102 127]
  [ 68  86 115]
  ..., 
  [ 92 110 143]
  [ 97 115 145]
  [ 86 110 134]]

 [[ 71  98 125]
  [ 63  80 107]
  [ 78 100 128]
  ..., 
  [ 85 102 135]
  [ 88 106 135]
  [ 90 110 137]]

 ..., 
 [[112 137 169]
  [118 143 172]
  [108 137 164]
  ..., 
  [ 67  48  56]
  [ 61  37  46]
  [ 66  39  50]]

 [[113 140 170]
  [117 142 172]
  [108 140 166]
  ..., 
  [ 79  56  70]
  [ 70  44  53]
  [ 72  43  52]]

 [[120 150 177]
  [122 149 175]
  [119 146 172]
  ..., 
  [ 59  35  45]
  [ 67  44  58]
  [ 63  38  52]]]",0
"[[[ 37  56  72]
  [ 77  95 121]
  [ 71  92 119]
  ..., 
  [ 85  92 122]
  [ 95 111 141]
  [ 72  93 121]]

 [[ 65  90 112]
  [ 70  89 115]
  [ 93 114 141]
  ..., 
  [ 65  84 111]
  [ 88 110 140]
  [ 82 105 132]]

 [[ 73  95 123]
  [ 71  88 117]
  [ 74  95 122]
  ..., 
  [ 87 102 134]
  [ 82 102 129]
  [ 83 105 122]]

 ..., 
 [[ 96 131 157]
  [113 143 173]
  [112 140 170]
  ..., 
  [ 70  50  62]
  [ 59  38  48]
  [ 61  34  49]]

 [[112 144 173]
  [110 140 171]
  [109 141 172]
  ..., 
  [ 76  53  65]
  [ 66  44  47]
  [ 83  57  70]]

 [[108 137 167]
  [106 140 172]
  [103 139 167]
  ..., 
  [ 64  34  47]
  [ 62  31  39]
  [ 54  29  44]]]",0
"[[[ 83 107 124]
  [ 69  94 112]
  [ 60  81 101]
  ..., 
  [ 94  99 133]
  [ 66  81 114]
  [ 83 100 129]]

 [[ 60  76  89]
  [ 80 100 121]
  [ 66  86 111]
  ..., 
  [ 78  87 117]
  [ 90 103 134]
  [ 86  99 128]]

 [[ 82  96 119]
  [ 88 102 128]
  [ 74  91 119]
  ..., 
  [ 81  89 118]
  [ 87  96 126]
  [ 91 102 130]]

 ..., 
 [[103 139 159]
  [111 143 163]
  [101 132 157]
  ..., 
  [ 74  47  52]
  [ 65  40  49]
  [ 71  45  61]]

 [[104 141 167]
  [105 137 164]
  [104 135 160]
  ..., 
  [ 77  50  59]
  [ 65  37  40]
  [ 78  52  67]]

 [[104 137 163]
  [111 143 169]
  [109 140 165]
  ..., 
  [ 52  24  37]
  [ 60  31  42]
  [ 66  41  55]]]",0
"[[[ 84 114 132]
  [ 73  96 119]
  [ 53  77  97]
  ..., 
  [ 89  98 128]
  [ 79  94 121]
  [ 67  79 103]]

 [[ 85 111 129]
  [ 60  83 104]
  [ 60  81 103]
  ..., 
  [ 73  87 110]
  [ 69  83 109]
  [ 80  94 122]]

 [[ 67  88 113]
  [ 82 101 127]
  [ 63  83 108]
  ..., 
  [ 84  95 117]
  [ 89 101 126]
  [ 78  94 123]]

 ..., 
 [[108 137 168]
  [106 136 163]
  [108 138 163]
  ..., 
  [ 74  34  53]
  [ 67  33  46]
  [ 76  44  56]]

 [[104 134 159]
  [109 142 166]
  [110 136 162]
  ..., 
  [ 77  44  65]
  [ 73  40  45]
  [ 75  51  53]]

 [[106 136 163]
  [113 146 173]
  [105 135 163]
  ..., 
  [ 54  28  40]
  [ 63  36  40]
  [ 61  43  47]]]",0
"[[[ 77 103 117]
  [ 63  84 102]
  [ 57  74  96]
  ..., 
  [ 84  96 115]
  [ 85  98 116]
  [ 81  98 117]]

 [[ 44  63  74]
  [ 62  88 102]
  [ 70  97 111]
  ..., 
  [ 81  87 116]
  [ 69  78 103]
  [ 78  99 125]]

 [[ 78  94 111]
  [ 82  99 121]
  [ 71  93 111]
  ..., 
  [ 87  96 123]
  [ 72  83 103]
  [ 84 102 129]]

 ..., 
 [[114 137 163]
  [107 134 159]
  [112 136 161]
  ..., 
  [ 67  36  39]
  [ 60  26  32]
  [ 74  46  55]]

 [[107 137 162]
  [102 129 156]
  [111 138 165]
  ..., 
  [ 72  40  45]
  [ 73  38  40]
  [ 56  28  25]]

 [[103 137 161]
  [106 134 160]
  [115 139 167]
  ..., 
  [ 69  39  51]
  [ 68  39  38]
  [ 70  42  48]]]",0
"[[[ 72  88 111]
  [ 76  92 112]
  [ 63  78  99]
  ..., 
  [ 81  99 117]
  [ 65  85 105]
  [ 80  97 115]]

 [[ 46  64  79]
  [ 69  90 103]
  [ 67  89 102]
  ..., 
  [ 80  92 114]
  [ 80  98 118]
  [ 79 100 123]]

 [[ 75  92 114]
  [ 67  83 101]
  [ 75  91 107]
  ..., 
  [ 83  89 111]
  [ 86  98 119]
  [ 76  94 121]]

 ..., 
 [[112 139 160]
  [105 135 156]
  [107 135 159]
  ..., 
  [ 73  49  53]
  [ 58  28  32]
  [ 70  42  48]]

 [[108 139 161]
  [105 135 155]
  [110 133 159]
  ..., 
  [ 61  37  40]
  [ 68  39  43]
  [ 62  38  40]]

 [[107 142 158]
  [105 136 159]
  [113 134 162]
  ..., 
  [ 72  46  55]
  [ 62  37  41]
  [ 66  41  46]]]",0
"[[[ 67  83  99]
  [ 67  92 112]
  [ 51  74  99]
  ..., 
  [ 88 102 130]
  [ 74  83 111]
  [ 84 101 124]]

 [[ 50  69  83]
  [ 61  83  98]
  [ 69  95 113]
  ..., 
  [ 77  90 108]
  [ 83  98 119]
  [ 85  98 122]]

 [[ 79  99 117]
  [ 69  88 104]
  [ 70  93 108]
  ..., 
  [ 81  90 108]
  [ 85  99 119]
  [ 80  92 116]]

 ..., 
 [[116 138 164]
  [114 137 162]
  [116 139 165]
  ..., 
  [ 76  51  60]
  [ 59  35  39]
  [ 71  39  45]]

 [[112 136 166]
  [111 135 163]
  [109 130 162]
  ..., 
  [ 60  37  43]
  [ 65  42  45]
  [ 64  36  39]]

 [[112 136 166]
  [110 132 162]
  [111 132 164]
  ..., 
  [ 58  35  39]
  [ 55  36  39]
  [ 57  38  41]]]",0
"[[[ 69  93 111]
  [ 59  82 100]
  [ 67  83  99]
  ..., 
  [ 75  88 113]
  [ 82 101 128]
  [ 84 101 124]]

 [[ 59  81  99]
  [ 58  80 100]
  [ 71  91 108]
  ..., 
  [ 70  89 103]
  [100 117 136]
  [ 87 100 125]]

 [[ 72  90 107]
  [ 68  89 108]
  [ 75  99 117]
  ..., 
  [ 96 116 133]
  [ 83 102 120]
  [ 76 101 121]]

 ..., 
 [[106 136 164]
  [114 136 160]
  [111 135 159]
  ..., 
  [ 71  41  54]
  [ 60  27  26]
  [ 76  46  54]]

 [[108 137 164]
  [113 134 160]
  [115 136 163]
  ..., 
  [ 59  39  44]
  [ 52  23  28]
  [ 75  41  48]]

 [[109 134 161]
  [114 137 164]
  [109 131 159]
  ..., 
  [ 62  41  39]
  [ 61  42  37]
  [ 70  45  47]]]",0
"[[[ 81 102 124]
  [ 75  94 116]
  [ 76  89 112]
  ..., 
  [ 65  77  92]
  [ 88 102 120]
  [ 83  92 113]]

 [[ 66  86 102]
  [ 58  78  96]
  [ 65  85 103]
  ..., 
  [ 72  87 110]
  [ 87  99 122]
  [ 93 107 135]]

 [[ 63  82  93]
  [ 72  90 110]
  [ 72  93 109]
  ..., 
  [ 89 110 132]
  [ 75  98 114]
  [ 76  93 119]]

 ..., 
 [[113 140 167]
  [115 139 160]
  [114 138 160]
  ..., 
  [ 79  44  58]
  [ 66  35  38]
  [ 77  47  53]]

 [[111 138 165]
  [109 132 157]
  [117 139 167]
  ..., 
  [ 60  29  36]
  [ 53  24  23]
  [ 67  36  41]]

 [[112 139 166]
  [114 137 164]
  [114 136 164]
  ..., 
  [ 61  34  37]
  [ 58  31  33]
  [ 65  34  45]]]",0
"[[[ 62  86 104]
  [ 61  82  99]
  [ 55  78  93]
  ..., 
  [ 71  81 105]
  [ 97 104 126]
  [ 84  88 105]]

 [[ 67  88 103]
  [ 50  72  85]
  [ 52  73  88]
  ..., 
  [ 83  90 115]
  [ 74  78 100]
  [ 87  90 110]]

 [[ 62  78  95]
  [ 56  76  95]
  [ 81 101 118]
  ..., 
  [ 81  92 114]
  [ 91 100 123]
  [ 59  67  92]]

 ..., 
 [[107 132 153]
  [117 143 163]
  [118 141 167]
  ..., 
  [ 64  38  44]
  [ 58  27  32]
  [ 61  31  36]]

 [[108 132 153]
  [109 135 154]
  [111 135 163]
  ..., 
  [ 48  24  34]
  [ 58  30  39]
  [ 60  33  37]]

 [[110 133 159]
  [111 135 160]
  [106 130 158]
  ..., 
  [ 45  24  33]
  [ 49  25  29]
  [ 63  37  43]]]",0
"[[[ 90 104 122]
  [ 80  94 105]
  [ 43  64  71]
  ..., 
  [ 82  91 111]
  [ 73  86 102]
  [ 91 102 116]]

 [[ 70  85 101]
  [ 62  75  82]
  [ 62  82  92]
  ..., 
  [ 89 102 124]
  [ 80  96 116]
  [ 86 100 123]]

 [[ 64  81  96]
  [ 63  79  93]
  [ 71  90 105]
  ..., 
  [ 86 105 126]
  [ 76  90 119]
  [ 76  86 114]]

 ..., 
 [[113 133 161]
  [109 131 157]
  [110 132 157]
  ..., 
  [ 46  17  27]
  [ 63  33  44]
  [ 58  30  43]]

 [[114 135 162]
  [113 135 163]
  [112 130 159]
  ..., 
  [ 52  31  36]
  [ 63  32  49]
  [ 57  27  35]]

 [[111 133 161]
  [107 131 156]
  [107 130 153]
  ..., 
  [ 51  30  44]
  [ 44  22  26]
  [ 57  36  39]]]",0
"[[[ 80 100 117]
  [ 67  81  97]
  [ 61  74  90]
  ..., 
  [ 91 102 116]
  [ 67  79  92]
  [ 84  94 107]]

 [[ 71  88 104]
  [ 73  83  98]
  [ 62  78  91]
  ..., 
  [ 79  89 110]
  [ 72  87 106]
  [ 85  98 113]]

 [[ 59  75  92]
  [ 59  76  89]
  [ 69  86 103]
  ..., 
  [ 83  96 117]
  [ 81  91 115]
  [ 73  78 102]]

 ..., 
 [[109 134 154]
  [107 133 154]
  [109 133 156]
  ..., 
  [ 65  32  46]
  [ 55  31  41]
  [ 61  35  50]]

 [[110 133 160]
  [108 131 158]
  [110 132 159]
  ..., 
  [ 50  25  31]
  [ 50  24  34]
  [ 53  28  32]]

 [[105 127 155]
  [102 123 151]
  [104 130 154]
  ..., 
  [ 57  33  44]
  [ 49  26  32]
  [ 43  26  29]]]",0
"[[[ 84 106 126]
  [ 64  83  96]
  [ 62  78  94]
  ..., 
  [ 89 100 114]
  [ 57  70  83]
  [ 80  93 105]]

 [[ 74  91 110]
  [ 61  76  91]
  [ 54  73  84]
  ..., 
  [ 75  87 103]
  [ 76  91 108]
  [ 85 100 119]]

 [[ 62  81  96]
  [ 55  72  87]
  [ 70  92 104]
  ..., 
  [ 82  98 111]
  [ 74  90 102]
  [ 76  89 107]]

 ..., 
 [[103 133 160]
  [107 134 159]
  [108 131 151]
  ..., 
  [ 64  32  38]
  [ 67  37  50]
  [ 55  27  40]]

 [[106 136 163]
  [106 129 155]
  [114 138 159]
  ..., 
  [ 69  37  42]
  [ 62  33  41]
  [ 60  32  38]]

 [[104 131 158]
  [105 128 157]
  [107 131 152]
  ..., 
  [ 64  37  41]
  [ 53  29  34]
  [ 53  28  32]]]",0
"[[[ 78 100 122]
  [ 57  75  91]
  [ 60  74  98]
  ..., 
  [ 87  98 118]
  [ 69  87 105]
  [ 83  98 114]]

 [[ 58  75  93]
  [ 69  84  92]
  [ 59  78  87]
  ..., 
  [ 71  82 104]
  [ 80  95 114]
  [ 87 102 120]]

 [[ 66  85 106]
  [ 70  85 101]
  [ 76  94 100]
  ..., 
  [ 81  96 115]
  [ 69  81  97]
  [ 78  85 105]]

 ..., 
 [[103 133 154]
  [107 132 156]
  [107 128 150]
  ..., 
  [ 64  30  37]
  [ 68  37  51]
  [ 58  25  39]]

 [[106 131 157]
  [105 128 155]
  [111 133 158]
  ..., 
  [ 64  31  37]
  [ 61  29  39]
  [ 68  34  44]]

 [[101 126 152]
  [105 128 156]
  [108 131 157]
  ..., 
  [ 58  29  32]
  [ 63  32  37]
  [ 57  24  30]]]",0
"[[[ 82 100 123]
  [ 60  74  93]
  [ 59  75  98]
  ..., 
  [ 79  96 115]
  [ 72  95 113]
  [ 71  92 107]]

 [[ 55  69  86]
  [ 75  90 100]
  [ 65  81  96]
  ..., 
  [ 66  83 103]
  [ 73  93 109]
  [ 75  97 113]]

 [[ 65  81  98]
  [ 67  85  97]
  [ 64  83  96]
  ..., 
  [ 85  97 114]
  [ 76  89 110]
  [ 85  98 121]]

 ..., 
 [[108 131 153]
  [112 136 157]
  [107 131 149]
  ..., 
  [ 64  37  41]
  [ 58  34  41]
  [ 58  37  41]]

 [[104 128 150]
  [109 133 156]
  [109 134 153]
  ..., 
  [ 59  34  38]
  [ 56  31  35]
  [ 57  32  36]]

 [[110 132 159]
  [101 124 151]
  [108 132 154]
  ..., 
  [ 73  46  56]
  [ 55  28  34]
  [ 53  31  34]]]",0
"[[[ 85 102 131]
  [ 53  70  89]
  [ 59  72  91]
  ..., 
  [ 73  85 109]
  [ 72  95 112]
  [ 73  95 107]]

 [[ 68  80 101]
  [ 74  87  98]
  [ 61  73  87]
  ..., 
  [ 69  82 108]
  [ 77  95 111]
  [ 80 100 117]]

 [[ 41  56  72]
  [ 87 100 114]
  [ 75  91 103]
  ..., 
  [ 76  91 106]
  [ 85 100 119]
  [ 78  94 113]]

 ..., 
 [[108 132 152]
  [116 135 158]
  [114 135 157]
  ..., 
  [ 66  42  42]
  [ 55  31  37]
  [ 58  31  39]]

 [[102 126 150]
  [ 91 114 137]
  [109 131 157]
  ..., 
  [ 61  37  39]
  [ 52  30  33]
  [ 64  37  41]]

 [[107 130 156]
  [102 126 153]
  [104 131 153]
  ..., 
  [ 57  31  37]
  [ 52  32  38]
  [ 59  35  45]]]",0
"[[[ 81 100 121]
  [ 59  72  88]
  [ 57  70  86]
  ..., 
  [ 67  83  94]
  [ 85 101 119]
  [ 58  73  92]]

 [[ 63  82 100]
  [ 78  90 105]
  [ 65  80  94]
  ..., 
  [ 77  84 109]
  [ 77  90 110]
  [ 80  95 117]]

 [[ 53  66  81]
  [ 66  81  93]
  [ 56  78  90]
  ..., 
  [ 76  86 105]
  [ 84  96 118]
  [ 87  99 123]]

 ..., 
 [[111 136 156]
  [111 137 158]
  [111 134 156]
  ..., 
  [ 69  43  57]
  [ 53  32  36]
  [ 54  31  39]]

 [[111 134 159]
  [104 129 155]
  [110 135 162]
  ..., 
  [ 62  35  38]
  [ 50  30  31]
  [ 57  36  35]]

 [[108 130 158]
  [105 132 159]
  [110 134 162]
  ..., 
  [ 73  48  53]
  [ 53  33  36]
  [ 55  36  38]]]",0
"[[[ 79 100 125]
  [ 64  82 100]
  [ 55  75  88]
  ..., 
  [ 79  93 113]
  [ 80  94 112]
  [ 71  85 104]]

 [[ 65  84 105]
  [ 70  80  99]
  [ 67  81  94]
  ..., 
  [ 87  96 124]
  [ 66  74  98]
  [ 80  91 113]]

 [[ 55  71  87]
  [ 63  79  92]
  [ 65  87  99]
  ..., 
  [ 80  88 117]
  [ 83  92 117]
  [ 67  72  97]]

 ..., 
 [[108 133 159]
  [105 131 152]
  [109 131 155]
  ..., 
  [ 80  50  61]
  [ 59  33  38]
  [ 58  35  40]]

 [[111 134 160]
  [110 134 160]
  [105 128 154]
  ..., 
  [ 64  30  37]
  [ 58  33  35]
  [ 55  34  32]]

 [[109 130 158]
  [107 132 158]
  [108 134 157]
  ..., 
  [ 70  39  48]
  [ 62  40  44]
  [ 52  29  32]]]",0
"[[[ 69  95 109]
  [ 58  81  91]
  [ 51  74  89]
  ..., 
  [ 91  98 121]
  [ 79  86 114]
  [ 67  74  99]]

 [[ 59  83  99]
  [ 51  68  81]
  [ 60  83  98]
  ..., 
  [ 67  77  97]
  [ 83  96 116]
  [ 77  91 109]]

 [[ 63  81 100]
  [ 54  75  88]
  [ 57  83  97]
  ..., 
  [ 84  93 117]
  [ 70  81 104]
  [ 91 102 123]]

 ..., 
 [[108 131 157]
  [106 129 153]
  [104 125 147]
  ..., 
  [ 67  40  46]
  [ 62  35  39]
  [ 63  36  40]]

 [[109 133 157]
  [102 125 152]
  [111 134 156]
  ..., 
  [ 50  20  25]
  [ 52  28  31]
  [ 62  37  41]]

 [[106 130 152]
  [108 135 157]
  [106 130 152]
  ..., 
  [ 59  34  39]
  [ 61  36  42]
  [ 53  31  36]]]",0
"[[[ 69  97 108]
  [ 59  83  93]
  [ 53  69  83]
  ..., 
  [ 85  95 112]
  [ 83  93 112]
  [ 80  87 111]]

 [[ 65  91 106]
  [ 53  72  82]
  [ 64  85  94]
  ..., 
  [ 86  96 120]
  [ 86  95 116]
  [ 92 101 121]]

 [[ 57  81  93]
  [ 58  78  90]
  [ 58  83  93]
  ..., 
  [ 85  92 117]
  [ 89  97 119]
  [ 76  87 109]]

 ..., 
 [[103 127 149]
  [105 130 150]
  [110 127 153]
  ..., 
  [ 70  42  45]
  [ 58  34  37]
  [ 62  39  44]]

 [[112 136 156]
  [105 129 152]
  [112 133 161]
  ..., 
  [ 58  27  32]
  [ 57  31  35]
  [ 56  33  37]]

 [[111 131 152]
  [116 141 162]
  [108 133 152]
  ..., 
  [ 62  39  47]
  [ 53  32  38]
  [ 55  35  40]]]",0
"[[[ 81 102 118]
  [ 54  69  84]
  [ 52  67  83]
  ..., 
  [ 83  96 111]
  [ 78  86 109]
  [ 82  92 110]]

 [[ 67  91 103]
  [ 69  85 101]
  [ 78  94 110]
  ..., 
  [ 75  86 107]
  [ 86  95 115]
  [ 83  93 110]]

 [[ 62  86  98]
  [ 68  86 100]
  [ 62  81  96]
  ..., 
  [ 81  91 115]
  [ 82  91 109]
  [ 88  99 113]]

 ..., 
 [[108 134 160]
  [104 131 153]
  [107 131 155]
  ..., 
  [ 66  34  45]
  [ 64  35  40]
  [ 58  31  35]]

 [[108 137 158]
  [101 129 148]
  [109 131 156]
  ..., 
  [ 59  32  41]
  [ 59  30  35]
  [ 55  28  31]]

 [[103 132 153]
  [111 135 157]
  [110 131 151]
  ..., 
  [ 51  30  33]
  [ 55  33  35]
  [ 60  39  42]]]",0
"[[[ 86 106 124]
  [ 69  81 100]
  [ 70  83 108]
  ..., 
  [ 70  80 104]
  [ 85  92 121]
  [ 79  85 112]]

 [[ 67  89 101]
  [ 61  75  87]
  [ 78  88 109]
  ..., 
  [ 62  77  96]
  [ 80  87 112]
  [ 82  88 111]]

 [[ 61  86  96]
  [ 62  79  97]
  [ 72  86 108]
  ..., 
  [ 77  88 110]
  [ 81  91 112]
  [ 79  86 111]]

 ..., 
 [[108 132 154]
  [107 133 154]
  [113 133 157]
  ..., 
  [ 63  35  34]
  [ 56  27  26]
  [ 58  32  35]]

 [[110 134 156]
  [108 134 154]
  [112 133 154]
  ..., 
  [ 68  40  43]
  [ 67  37  37]
  [ 65  34  37]]

 [[106 130 158]
  [107 135 155]
  [114 136 154]
  ..., 
  [ 60  35  41]
  [ 61  33  37]
  [ 55  30  32]]]",0
"[[[ 89 114 127]
  [ 54  70  87]
  [ 65  78 100]
  ..., 
  [ 87  95 119]
  [ 83  90 117]
  [ 79  87 107]]

 [[ 61  82  90]
  [ 67  83  97]
  [ 67  83  99]
  ..., 
  [ 65  78  93]
  [ 78  90 109]
  [ 79  89 106]]

 [[ 69  91 103]
  [ 65  82  94]
  [ 67  89 101]
  ..., 
  [ 88  95 119]
  [ 84  97 113]
  [ 76  84 102]]

 ..., 
 [[109 134 154]
  [105 130 148]
  [110 133 155]
  ..., 
  [ 77  45  50]
  [ 60  30  35]
  [ 81  54  64]]

 [[104 131 152]
  [103 127 151]
  [109 131 156]
  ..., 
  [ 67  34  41]
  [ 71  41  44]
  [ 59  35  42]]

 [[107 132 159]
  [106 130 155]
  [113 135 160]
  ..., 
  [ 56  28  37]
  [ 56  29  33]
  [ 51  28  33]]]",0
"[[[ 76 103 117]
  [ 52  71  88]
  [ 59  82  98]
  ..., 
  [ 95 101 130]
  [ 71  83 112]
  [ 74  88 106]]

 [[ 66  86  98]
  [ 70  87 107]
  [ 65  88 103]
  ..., 
  [ 82  92 110]
  [ 74  80 103]
  [ 85  92 115]]

 [[ 57  79  94]
  [ 61  81  95]
  [ 70  92 104]
  ..., 
  [ 83  92 111]
  [ 81  92 109]
  [ 82  87 110]]

 ..., 
 [[ 93 113 140]
  [101 130 155]
  [108 134 158]
  ..., 
  [ 66  39  48]
  [ 65  40  44]
  [ 64  36  49]]

 [[100 128 155]
  [ 94 122 148]
  [112 137 160]
  ..., 
  [ 67  37  48]
  [ 50  24  25]
  [ 64  35  43]]

 [[ 97 134 157]
  [107 132 158]
  [113 136 158]
  ..., 
  [ 57  32  37]
  [ 57  33  32]
  [ 60  35  38]]]",0
"[[[ 62  87  99]
  [ 59  76  91]
  [ 60  81  96]
  ..., 
  [ 82  91 112]
  [ 78  85 108]
  [ 86  95 112]]

 [[ 62  79  92]
  [ 70  88 104]
  [ 77  98 115]
  ..., 
  [ 79  90 110]
  [ 82  90 113]
  [ 90 100 117]]

 [[ 58  77  90]
  [ 66  85 100]
  [ 59  80  97]
  ..., 
  [ 81  95 113]
  [ 85  94 113]
  [ 81  91 109]]

 ..., 
 [[112 136 158]
  [109 133 158]
  [110 134 158]
  ..., 
  [ 64  34  47]
  [ 60  34  42]
  [ 55  29  42]]

 [[102 137 161]
  [103 126 154]
  [109 131 159]
  ..., 
  [ 68  37  50]
  [ 60  31  35]
  [ 59  31  43]]

 [[104 133 160]
  [104 127 156]
  [112 134 162]
  ..., 
  [ 60  31  37]
  [ 61  35  36]
  [ 55  33  37]]]",0
"[[[ 58  84  98]
  [ 60  80  97]
  [ 51  75  93]
  ..., 
  [ 87  96 118]
  [ 71  78  98]
  [ 77  85 108]]

 [[ 64  87 103]
  [ 64  83 108]
  [ 68  90 108]
  ..., 
  [ 80  88 114]
  [ 78  87 109]
  [ 88  98 122]]

 [[ 68  84 101]
  [ 66  83 105]
  [ 65  83 101]
  ..., 
  [ 86  96 114]
  [ 85  96 117]
  [ 79  89 113]]

 ..., 
 [[ 99 117 144]
  [108 131 154]
  [113 137 159]
  ..., 
  [ 66  43  48]
  [ 55  33  38]
  [ 59  38  47]]

 [[105 131 159]
  [ 99 125 151]
  [110 136 160]
  ..., 
  [ 54  26  35]
  [ 60  28  33]
  [ 51  27  31]]

 [[103 132 159]
  [105 131 157]
  [108 132 156]
  ..., 
  [ 55  28  34]
  [ 63  38  40]
  [ 58  39  38]]]",0
"[[[ 74  87 109]
  [ 69  81 103]
  [ 72  88 108]
  ..., 
  [ 81  90 110]
  [ 75  82 105]
  [ 83  90 115]]

 [[ 58  72  94]
  [ 66  83 106]
  [ 55  78 102]
  ..., 
  [ 78  90 108]
  [ 73  87 107]
  [ 78  89 109]]

 [[ 60  78  95]
  [ 79  98 119]
  [ 64  88 110]
  ..., 
  [ 72  86 109]
  [ 83  99 118]
  [ 83  96 114]]

 ..., 
 [[102 126 148]
  [105 130 150]
  [115 139 159]
  ..., 
  [ 64  33  42]
  [ 58  30  34]
  [ 61  36  40]]

 [[108 132 156]
  [107 131 154]
  [108 131 153]
  ..., 
  [ 65  33  44]
  [ 60  30  35]
  [ 61  28  34]]

 [[106 127 157]
  [100 122 150]
  [113 132 160]
  ..., 
  [ 58  27  34]
  [ 63  33  35]
  [ 59  29  32]]]",0
"[[[ 73  96 109]
  [ 62  85 100]
  [ 59  87  99]
  ..., 
  [ 90  98 115]
  [ 86  96 117]
  [ 95 103 133]]

 [[ 61  81  99]
  [ 52  80  90]
  [ 56  84 101]
  ..., 
  [ 75  86 103]
  [ 82  94 115]
  [ 77  87 117]]

 [[ 59  78  91]
  [ 72  93 108]
  [ 61  85 103]
  ..., 
  [ 85  99 118]
  [ 65  79 100]
  [ 92 105 129]]

 ..., 
 [[107 131 153]
  [107 130 156]
  [112 134 159]
  ..., 
  [ 68  42  48]
  [ 52  26  30]
  [ 58  35  42]]

 [[110 132 159]
  [103 126 152]
  [113 135 161]
  ..., 
  [ 55  32  37]
  [ 56  30  39]
  [ 55  31  39]]

 [[110 132 160]
  [110 132 160]
  [112 134 162]
  ..., 
  [ 53  30  38]
  [ 52  28  37]
  [ 48  26  33]]]",0
"[[[ 71  93 104]
  [ 72  93 105]
  [ 55  73  86]
  ..., 
  [ 76  83  98]
  [ 81  90 105]
  [ 84  97 124]]

 [[ 75  90 107]
  [ 67  84  97]
  [ 56  83  98]
  ..., 
  [ 62  74  90]
  [ 93 105 122]
  [ 73  86 114]]

 [[ 63  78  94]
  [ 70  85  98]
  [ 60  84  96]
  ..., 
  [ 75  87 101]
  [ 73  90 106]
  [ 75  93 116]]

 ..., 
 [[101 122 149]
  [113 137 160]
  [107 131 149]
  ..., 
  [ 73  43  48]
  [ 57  32  35]
  [ 58  37  40]]

 [[110 134 156]
  [104 128 150]
  [109 133 153]
  ..., 
  [ 57  29  32]
  [ 46  22  26]
  [ 53  32  36]]

 [[109 134 154]
  [108 132 154]
  [109 133 153]
  ..., 
  [ 57  35  38]
  [ 45  23  28]
  [ 54  32  37]]]",0
"[[[ 86 103 116]
  [ 66  80  94]
  [ 59  76  95]
  ..., 
  [ 87  93 111]
  [ 83  92 116]
  [ 79  95 124]]

 [[ 80  96 110]
  [ 63  76  88]
  [ 66  84 101]
  ..., 
  [ 81  90 107]
  [ 93 101 124]
  [ 73  85 112]]

 [[ 73  88 104]
  [ 66  78  88]
  [ 66  84  95]
  ..., 
  [ 75  87 101]
  [ 74  81 103]
  [ 68  79  99]]

 ..., 
 [[103 127 149]
  [110 133 155]
  [105 129 153]
  ..., 
  [ 65  35  40]
  [ 61  30  35]
  [ 68  41  44]]

 [[108 133 153]
  [106 131 153]
  [108 132 156]
  ..., 
  [ 62  28  34]
  [ 53  24  29]
  [ 51  30  33]]

 [[107 132 148]
  [107 131 150]
  [113 135 160]
  ..., 
  [ 61  37  41]
  [ 50  30  35]
  [ 52  32  37]]]",0
"[[[ 81 104 118]
  [ 58  80  95]
  [ 56  77  92]
  ..., 
  [ 86  98 116]
  [ 72  87 105]
  [ 71  89 108]]

 [[ 75  89 106]
  [ 69  87  98]
  [ 59  82  98]
  ..., 
  [ 77  87 104]
  [ 89  98 116]
  [ 93 104 122]]

 [[ 67  80  94]
  [ 56  74  81]
  [ 60  82  94]
  ..., 
  [ 76  87 101]
  [ 75  91 106]
  [ 78  95 111]]

 ..., 
 [[104 130 154]
  [105 133 154]
  [104 133 147]
  ..., 
  [ 61  30  39]
  [ 65  34  40]
  [ 63  38  42]]

 [[105 137 160]
  [105 133 157]
  [108 134 157]
  ..., 
  [ 64  37  43]
  [ 50  23  28]
  [ 55  28  32]]

 [[ 98 129 152]
  [102 130 155]
  [112 135 161]
  ..., 
  [ 54  31  39]
  [ 49  28  37]
  [ 56  35  43]]]",0
